y,oof_random_forest,oof_xgboost,oof_lightgbm
1,0.99,0.999964714050293,0.9999997783088562
1,0.975,0.9990233182907104,0.999984952913592
1,0.995,0.9999932050704956,0.9999999955749879
1,0.995,0.999942421913147,0.999999852195894
1,0.9575,0.9999803304672241,0.9999999835365605
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.995,0.9998781681060791,0.9999998250092295
1,1.0,0.999997615814209,0.9999999998279081
1,0.9925,0.9999755620956421,0.9999999162006731
1,0.1325,0.02175772376358509,0.002261732414674147
1,0.9575,0.9999803304672241,0.9999999835365605
1,0.92,0.9993447661399841,0.9999997027969725
1,0.6025,0.8655093312263489,0.9919057359794667
1,0.9975,0.9999586343765259,0.9999999941470843
1,0.505,0.8373846411705017,0.9901578237073724
1,0.77,0.9997081160545349,0.9999906548953789
1,0.9425,0.855324923992157,0.9924776923095632
1,0.9825,0.9999954700469971,0.9999999824552902
1,0.995,0.999942421913147,0.999999852195894
1,0.96,0.9999849796295166,0.9999999948835774
1,0.9975,0.9999614953994751,0.9999999488219755
1,0.9775,0.9998095631599426,0.9999999641189803
1,1.0,0.9999724626541138,0.9999999741072658
1,0.69,0.8687279224395752,0.9989394399627569
1,0.995,0.999942421913147,0.999999852195894
1,0.387654177495316,0.6435957551002502,0.6471164699155388
1,0.995,0.9999438524246216,0.9999999849043903
1,0.72,0.9285528063774109,0.9993456901709737
1,0.8375,0.9997705817222595,0.9999999787482596
1,1.0,0.9999485015869141,0.9999999953597736
1,0.9975,0.9999974966049194,0.9999999916974204
1,1.0,0.9999655485153198,0.9999999864766889
1,0.9875,0.999679684638977,0.9999998569914905
1,0.955,0.999920129776001,0.9999999191393477
1,0.975,0.9997904896736145,0.9999997728590243
1,0.9675,0.9999697208404541,0.9999999132999848
1,0.995,0.9996330738067627,0.9999991402056801
1,0.99,0.999990701675415,0.9999999903384026
1,1.0,0.9997965693473816,0.999999886084375
1,1.0,0.9999891519546509,0.9999999967190436
1,1.0,0.9998270869255066,0.9999997942588353
1,1.0,0.9999803304672241,0.999998363003341
1,0.9975,0.9999936819076538,0.9999999983259344
1,0.9575,0.9995520710945129,0.9999990577090534
1,0.93,0.9993650317192078,0.9999616090307423
1,0.9575,0.9995520710945129,0.9999990577090534
1,0.9857414350071808,0.9995525479316711,0.9999992273548096
1,0.995,0.999942421913147,0.999999852195894
1,0.985,0.99886155128479,0.9999975654001105
1,0.9975,0.9999974966049194,0.9999999993450999
1,0.995,0.9998618364334106,0.9999998641914658
1,0.995,0.9998281002044678,0.9999999176505213
1,0.995,0.999982476234436,0.9999999804424143
1,0.835,0.999167799949646,0.9999958664136757
1,0.9825,0.9999455213546753,0.9999997556720297
1,0.995,0.9998281002044678,0.9999999176505213
1,0.9075,0.996673583984375,0.9999942344916816
1,0.8575,0.9983887672424316,0.9999825637786192
1,0.9575,0.9995520710945129,0.9999990577090534
1,0.6775,0.9924141764640808,0.9995738378182408
1,1.0,0.9998308420181274,0.9999996187099781
1,0.9575,0.9995520710945129,0.9999990577090534
1,0.8,0.9660883545875549,0.9992875675805777
1,0.8175,0.9984163045883179,0.9999631443255256
1,0.985,0.9993811845779419,0.9999995777844517
1,0.9925,0.9997393488883972,0.999999912494813
1,0.7325,0.9989339709281921,0.9999836394296485
1,0.93,0.9993650317192078,0.9999616090307423
1,0.9925,0.9999363422393799,0.9999999369270789
1,0.915,0.9644113183021545,0.9999484032205108
1,0.995,0.9996318817138672,0.9999994956275827
1,0.85,0.9997674822807312,0.9999974405045113
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.875,0.99989914894104,0.9999988750853583
1,0.995,0.999942421913147,0.999999852195894
1,0.785,0.9853576421737671,0.9999991096195419
1,0.995,0.9997822642326355,0.9999999058856837
1,0.9675,0.9999697208404541,0.9999999132999848
1,0.7275,0.9537039399147034,0.9999042287133715
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.91,0.9809826016426086,0.999997156759887
1,0.55,0.9961853623390198,0.9998908324397767
1,0.9875,0.9998770952224731,0.9999998576042505
1,1.0,0.9998553991317749,0.9999992202149163
1,0.9075,0.9996722936630249,0.9999998113993487
1,0.85,0.9997674822807312,0.9999974405045113
1,0.905,0.9996980428695679,0.9999979596213355
1,0.9875,0.9998770952224731,0.9999998576042505
1,1.0,0.9998270869255066,0.9999997942588353
1,0.995,0.9999681711196899,0.9999999688058882
1,0.9925,0.9999693632125854,0.9999999932579142
1,0.955,0.9999074935913086,0.9999998241086737
1,0.995,0.999942421913147,0.999999852195894
1,0.8425,0.9982920289039612,0.9999678100887781
1,0.995,0.999942421913147,0.999999852195894
1,0.935,0.9998553991317749,0.9999997142929758
1,0.9075,0.9981791973114014,0.9999995871710191
1,0.93,0.9995508790016174,0.9999994171719004
1,0.8075,0.9716029167175293,0.999195687630942
1,0.9425,0.855324923992157,0.9924776923095632
1,0.895,0.999962568283081,0.9999998308932598
1,0.995,0.9999932050704956,0.9999999955749879
1,0.92,0.9993447661399841,0.9999997027969725
1,0.945,0.9997918009757996,0.9999473084033202
1,0.9925,0.9999678134918213,0.9999999561748109
1,1.0,0.9999638795852661,0.999999724112518
1,1.0,0.9998860359191895,0.9999999429630385
1,0.995,0.999942421913147,0.999999852195894
1,0.9925,0.9997393488883972,0.999999912494813
1,0.9675,0.9994812607765198,0.9999991749877154
1,0.99,0.9996247291564941,0.9999986630572051
1,0.835,0.9998700618743896,0.999993218702339
1,0.99,0.9999828338623047,0.9999999918162438
1,0.995,0.999942421913147,0.999999852195894
1,0.9975,0.9999892711639404,0.9999999966181214
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.9675,0.9997896552085876,0.9999994896530058
1,0.9975,0.9994977712631226,0.9999991789379872
1,0.99,0.9996247291564941,0.9999986630572051
1,0.995,0.999942421913147,0.999999852195894
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.66,0.993062436580658,0.9975211959487615
1,0.9925,0.9999363422393799,0.9999999369270789
1,0.7075,0.9951283931732178,0.9998159915316903
1,0.92,0.9993447661399841,0.9999997027969725
1,0.8875,0.9998307228088379,0.999999424985484
1,0.9925,0.9998134970664978,0.9999996209942559
1,1.0,0.9999672174453735,0.9999999952920244
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.8375,0.9992122650146484,0.9999958548821246
1,0.94,0.9954193830490112,0.999993890082218
1,0.9775,0.9999772310256958,0.9999999235863396
1,1.0,0.9999825954437256,0.9999999171720166
1,1.0,0.9999724626541138,0.9999999741072658
1,0.95,0.9998984336853027,0.9999997589449386
1,0.9975,0.9999979734420776,0.9999999925383946
1,0.9875,0.9998770952224731,0.9999998576042505
1,0.8625,0.998113751411438,0.9999666811012201
1,0.965,0.9983924031257629,0.9999981828826491
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.995,0.9998281002044678,0.9999999176505213
1,0.775,0.9880405068397522,0.991657342780134
1,1.0,0.9999954700469971,0.999999999615198
1,0.9675,0.9999697208404541,0.9999999132999848
1,0.9925,0.9999363422393799,0.9999999369270789
1,0.8875,0.9998307228088379,0.999999424985484
1,0.525,0.9576687812805176,0.9136634073305554
1,0.9975,0.9999755620956421,0.9999999986076751
1,0.6325,0.6631504893302917,0.704637808527151
1,0.6725,0.9741031527519226,0.9999657019553762
1,0.9975,0.9999785423278809,0.9999997907383356
1,1.0,0.9998860359191895,0.9999999429630385
1,0.9675,0.9997896552085876,0.9999994896530058
1,0.955,0.9999233484268188,0.99999994257096
1,0.8625,0.9977461695671082,0.9999917612739823
1,0.9425,0.855324923992157,0.9924776923095632
1,0.945,0.9948497414588928,0.9995429693052693
1,0.9275,0.9999327659606934,0.9999996080659432
1,0.94,0.9638809561729431,0.9999692436173655
1,0.7325,0.9869368672370911,0.9996644691749844
1,0.0625,0.0021385003346949816,0.00010919761702311724
1,0.9075,0.9998719692230225,0.9999999727410068
1,0.9425,0.855324923992157,0.9924776923095632
1,0.995,0.9998281002044678,0.9999999176505213
1,0.8925,0.9996103644371033,0.9999947069895759
1,0.8175,0.9972044825553894,0.9999996435736078
1,0.995,0.999942421913147,0.999999852195894
1,0.995,0.999942421913147,0.999999852195894
1,0.9475,0.9992737174034119,0.9999970402989373
1,0.9575,0.9954973459243774,0.9999957204798243
1,1.0,0.9999638795852661,0.999999724112518
1,0.9975,0.9999972581863403,0.9999999930618064
1,0.965,0.9997484087944031,0.9999999968676612
1,1.0,0.999901533126831,0.9999999853265165
1,1.0,0.9999809265136719,0.9999999922696327
1,0.99,0.9999918937683105,0.9999999948753309
1,1.0,0.9999794960021973,0.9999999946910707
1,0.975,0.9997991919517517,0.9999995136542486
1,0.84,0.9978019595146179,0.9999957280357651
1,1.0,0.9999861717224121,0.999999995373932
1,0.5575,0.9901392459869385,0.9993375886596464
1,0.9925,0.9997393488883972,0.999999912494813
1,0.9,0.9982384443283081,0.9999994711568853
1,0.99,0.999964714050293,0.9999997783088562
1,0.985,0.9998239874839783,0.9999996654170116
1,0.9075,0.9998719692230225,0.9999999727410068
1,0.9925,0.9997393488883972,0.999999912494813
1,0.93,0.9993650317192078,0.9999616090307423
1,1.0,0.9999122619628906,0.9999999516864776
1,0.9925,0.9999363422393799,0.9999999369270789
1,0.585,0.9511760473251343,0.9731401554077745
1,0.885,0.9999514818191528,0.9999998020556832
1,1.0,0.9999638795852661,0.999999724112518
1,1.0,0.9999943971633911,0.9999999860288395
1,0.38,0.338347464799881,0.03941188923373154
1,0.955,0.998934805393219,0.999997428444005
1,0.9925,0.9999363422393799,0.9999999369270789
1,0.835,0.947499692440033,0.9999855890900177
1,0.835,0.999167799949646,0.9999958664136757
1,1.0,0.9999804496765137,0.9999999687194175
1,1.0,0.9999145269393921,0.9999999677396482
1,1.0,0.9999923706054688,0.9999999826324012
1,0.405,0.299313485622406,0.35780267788058173
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.99,0.9996247291564941,0.9999986630572051
1,0.6625,0.9494748115539551,0.9993857159693748
1,0.855,0.9933547973632812,0.9999989389582538
1,0.9925,0.9998996257781982,0.9999996530788069
1,0.9975,0.9999574422836304,0.9999999038666275
1,0.9925,0.9999713897705078,0.9999999471606672
1,0.995,0.999942421913147,0.999999852195894
1,0.9025,0.9999313354492188,0.9999999273765392
1,1.0,0.999897837638855,0.9999999711961437
1,0.9075,0.9998719692230225,0.9999999727410068
1,1.0,0.9999891519546509,0.999999984319099
1,0.99,0.9996247291564941,0.9999986630572051
1,1.0,0.9999284744262695,0.999999867736912
1,0.645,0.9769709706306458,0.9999621418474802
1,0.94,0.9993429780006409,0.9999902903590684
1,0.995,0.999942421913147,0.999999852195894
1,0.9425,0.855324923992157,0.9924776923095632
1,1.0,0.999994158744812,0.9999999978506393
1,0.9975,0.999993085861206,0.999999998118573
1,0.84,0.9958987832069397,0.9999846196553482
1,0.9675,0.9997896552085876,0.9999994896530058
1,0.9425,0.855324923992157,0.9924776923095632
1,0.95,0.9820850491523743,0.9999091747318537
1,0.9975,0.9999574422836304,0.9999999038666275
1,0.995,0.9999665021896362,0.9999998201438539
1,0.9725,0.9999287128448486,0.99999998702122
1,0.97,0.999699592590332,0.9999999348549162
1,0.7375,0.8535600304603577,0.9987258858634794
1,0.9425,0.9996273517608643,0.9999994495578838
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.995,0.9998781681060791,0.9999998250092295
1,0.8975,0.9966973066329956,0.999997963045102
1,0.8925,0.9993552565574646,0.9999838546484479
1,0.995,0.9998281002044678,0.9999999176505213
1,0.995,0.9998281002044678,0.9999999176505213
1,0.9975,0.9998220801353455,0.9999997244693906
1,0.99,0.9999918937683105,0.9999999948753309
1,0.9375,0.9998880624771118,0.9999983089020069
1,0.98,0.9971293807029724,0.9999947567084921
1,1.0,0.9999959468841553,0.9999999988399721
1,0.93,0.9993650317192078,0.9999616090307423
1,1.0,0.9998493194580078,0.9999999683600876
1,0.9575,0.9999803304672241,0.9999999835365605
1,0.995,0.9998281002044678,0.9999999176505213
1,0.995,0.9999665021896362,0.9999998201438539
1,0.995,0.9999665021896362,0.9999998201438539
1,0.7575,0.9920806288719177,0.9994866085452502
1,0.995,0.9998281002044678,0.9999999176505213
1,1.0,0.999913215637207,0.999999923799707
1,0.9375,0.9944855570793152,0.9999515430311006
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.9625,0.969791054725647,0.9988409374439455
1,0.995,0.9999665021896362,0.9999998201438539
1,1.0,0.9999638795852661,0.999999724112518
1,0.995,0.9998281002044678,0.9999999176505213
1,0.935,0.9994150400161743,0.9999995197189768
1,1.0,0.9999284744262695,0.999999867736912
1,0.995,0.9998281002044678,0.9999999176505213
1,0.935,0.9923487901687622,0.9999480847670117
1,0.505,0.475076287984848,0.2913142439468107
1,0.84,0.9983786344528198,0.9995291650878001
1,0.71,0.9709035754203796,0.9996528568803124
1,0.995,0.9998311996459961,0.9999992819266708
1,0.9975,0.999994158744812,0.9999999995640985
1,0.995,0.999942421913147,0.999999852195894
1,0.945,0.9968659281730652,0.999993999105256
1,0.6575,0.9525284171104431,0.988305909705168
1,0.985,0.9995681643486023,0.9999996545840178
1,0.9025,0.9999313354492188,0.9999999273765392
1,0.995,0.9998281002044678,0.9999999176505213
1,1.0,0.9999638795852661,0.999999724112518
1,0.995,0.999942421913147,0.999999852195894
1,0.995,0.9999927282333374,0.9999999782853921
1,0.92,0.9993447661399841,0.9999997027969725
1,0.915,0.999968409538269,0.9999989036361189
1,0.9125,0.9937931299209595,0.9999961601037164
1,0.9975,0.9994977712631226,0.9999991789379872
1,0.895,0.999962568283081,0.9999998308932598
1,0.9925,0.998163640499115,0.9999999655954458
1,0.515,0.9646270275115967,0.951978002046397
1,0.6775,0.9932751655578613,0.9999947100994306
1,0.99,0.9996247291564941,0.9999986630572051
1,0.8475,0.9984927177429199,0.9999983677160367
1,0.7075,0.9986189603805542,0.9999535010927519
1,0.995,0.9998618364334106,0.9999998641914658
1,0.9625,0.969791054725647,0.9988409374439455
1,0.83,0.9963640570640564,0.9997738554886517
1,0.995,0.9998281002044678,0.9999999176505213
1,0.995,0.9998281002044678,0.9999999176505213
1,0.85,0.9997674822807312,0.9999974405045113
1,0.99,0.9996247291564941,0.9999986630572051
1,0.9425,0.9998468160629272,0.9999825696851039
1,0.995,0.999942421913147,0.999999852195894
1,0.995,0.9999462366104126,0.9999999847306378
1,1.0,0.9998553991317749,0.9999992202149163
1,0.995,0.9998281002044678,0.9999999176505213
1,0.9857414350071808,0.9995525479316711,0.9999992273548096
1,0.955,0.9999492168426514,0.9999999793973446
1,0.9375,0.9995808005332947,0.9999865849151761
1,0.995,0.9998281002044678,0.9999999176505213
1,0.99,0.9996247291564941,0.9999986630572051
1,0.9475,0.9996485710144043,0.9999979301658594
1,0.9975,0.9999715089797974,0.9999999799547046
1,0.9675,0.9999697208404541,0.9999999132999848
1,0.975,0.9997991919517517,0.9999995136542486
1,0.92,0.9993447661399841,0.9999997027969725
1,1.0,0.9999816417694092,0.9999999424598152
1,0.985,0.9998239874839783,0.9999996654170116
1,0.945,0.999859094619751,0.9999996604765753
1,0.985,0.9994515776634216,0.9999988133400051
1,0.3775,0.8221041560173035,0.9240280428125287
1,0.9975,0.999995231628418,0.9999999976929688
1,0.9925,0.9999933242797852,0.9999999785672407
1,0.94,0.9979518055915833,0.9999520050394657
1,0.9275,0.9999938011169434,0.9999999927003691
1,0.9975,0.9994977712631226,0.9999991789379872
1,0.9425,0.855324923992157,0.9924776923095632
1,1.0,0.9999067783355713,0.999999816422626
1,0.6025,0.39665696024894714,0.08316543547450345
1,0.505,0.8373846411705017,0.9901578237073724
1,0.8375,0.9997705817222595,0.9999999787482596
1,0.995,0.999942421913147,0.999999852195894
1,0.995,0.9999665021896362,0.9999998201438539
1,0.985,0.9998239874839783,0.9999996654170116
1,0.9325,0.9754859805107117,0.9999791725702688
1,0.15,0.8416926860809326,0.7217801486863097
1,0.99,0.9996247291564941,0.9999986630572051
1,0.8925,0.9996103644371033,0.9999947069895759
1,0.725,0.9984356760978699,0.999920957782978
1,0.9525,0.9713141322135925,0.9998107379718905
1,1.0,0.999901533126831,0.9999999853265165
1,0.6675,0.7850853800773621,0.9990154455706846
1,0.995,0.999942421913147,0.999999852195894
1,0.295,0.19355957210063934,0.0013573241692111547
1,0.9925,0.9997393488883972,0.999999912494813
1,0.9025,0.9990529417991638,0.9999933148854517
